1617753602964,31.768122,35.290059
1617753602964,31.699482,34.977615
1617753602964,32.711441,35.13204
1617753602964,32.371881,35.040939
1617753602964,32.283015,34.896538
1617753602964,31.259492,34.756035
1617753602964,31.268399,34.841187
1617753602964,32.951977,35.162946
1617753602964,31.806884,35.059513
1617753602964,32.750403,35.183316
1617753602964,31.056792,35.027246
1617753602964,31.766711,35.290043
1617753602964,32.085053,35.502459
1617753602964,32.247639,35.384485
1617753602964,31.629498,34.748393
1617753602964,31.630024,34.747373
1617753602964,31.269145,34.842023
1617753602964,31.561362,35.002672
1617753662284,31.768122,35.290059
1617753662284,31.699482,34.977615
1617753662284,32.711441,35.13204
1617753662284,32.371881,35.040939
1617753662284,32.283015,34.896538
1617753662284,31.259492,34.756035
1617753662284,31.268399,34.841187
1617753662284,32.951977,35.162946
1617753662284,31.806884,35.059513
1617753662284,32.750403,35.183316
1617753662284,31.056792,35.027246
1617753662284,31.766711,35.290043
1617753662284,32.085053,35.502459
1617753662284,32.247639,35.384485
1617753662284,31.629498,34.748393
1617753662284,31.630024,34.747373
1617753662284,31.269145,34.842023
1617753662284,31.561362,35.002672
1617753722396,31.768122,35.290059
1617753722396,31.699482,34.977615
1617753722396,32.371881,35.040939
1617753722396,32.283015,34.896538
1617753722396,31.259492,34.756035
1617753722396,31.268399,34.841187
1617753722396,32.951977,35.162946
1617753722396,31.806884,35.059513
1617753722396,32.750403,35.183316
1617753722396,31.056792,35.027246
1617753722396,31.766711,35.290043
1617753722396,32.085053,35.502459
1617753722396,32.247639,35.384485
1617753722396,31.629498,34.748393
1617753722396,31.630024,34.747373
1617753722396,31.269145,34.842023
1617753722396,31.561362,35.002672
1617753782430,31.768122,35.290059
1617753782430,31.699482,34.977615
1617753782430,32.371881,35.040939
1617753782430,32.283015,34.896538
1617753782430,31.259492,34.756035
1617753782430,31.268399,34.841187
1617753782430,32.951977,35.162946
1617753782430,31.806884,35.059513
1617753782430,32.750403,35.183316
1617753782430,31.056792,35.027246
1617753782430,31.766711,35.290043
1617753782430,32.085053,35.502459
1617753782430,32.247639,35.384485
1617753782430,31.629498,34.748393
1617753782430,31.630024,34.747373
1617753782430,31.269145,34.842023
1617753782430,31.561362,35.002672
1617753842477,31.768122,35.290059
1617753842477,31.699482,34.977615
1617753842477,32.371881,35.040939
1617753842477,32.283015,34.896538
1617753842477,31.259492,34.756035
1617753842477,31.268399,34.841187
1617753842477,32.951977,35.162946
1617753842477,31.806884,35.059513
1617753842477,31.799554,35.210277
1617753842477,32.750403,35.183316
1617753842477,31.056792,35.027246
1617753842477,31.766711,35.290043
1617753842477,32.085053,35.502459
1617753842477,32.247639,35.384485
1617753842477,31.629498,34.748393
1617753842477,31.630024,34.747373
1617753842477,31.269145,34.842023
1617753842477,31.561362,35.002672
1617753842477,32.208053,35.301674
1617753902537,31.768122,35.290059
1617753902537,31.699482,34.977615
1617753902537,32.371881,35.040939
1617753902537,32.283015,34.896538
1617753902537,31.259492,34.756035
1617753902537,31.174285,34.970447
1617753902537,31.268399,34.841187
1617753902537,32.951977,35.162946
1617753902537,31.806884,35.059513
1617753902537,31.799554,35.210277
1617753902537,32.750403,35.183316
1617753902537,31.056792,35.027246
1617753902537,31.766711,35.290043
1617753902537,32.085053,35.502459
1617753902537,32.247639,35.384485
