1642982402214,32.091971,34.800549
1642982402214,32.097872,34.802692
1642982402214,31.874589,35.129514
1642982462262,32.091971,34.800549
1642982462262,32.097872,34.802692
1642982462262,31.874589,35.129514
1642982522261,32.091971,34.800549
1642982522261,32.097872,34.802692
1642982522261,31.874589,35.129514
1642982582305,32.091971,34.800549
1642982582305,32.097872,34.802692
1642982582305,31.874589,35.129514
1642982642399,32.091971,34.800549
1642982642399,32.097872,34.802692
1642982642399,31.874589,35.129514
1642982702491,32.091971,34.800549
1642982702491,32.097872,34.802692
1642982702491,32.100172,34.803049
1642982762632,32.097872,34.802692
1642982762632,32.100172,34.803049
1642982822692,32.097872,34.802692
1642982822692,32.100172,34.803049
1642982882700,32.097872,34.802692
1642982882700,32.100172,34.803049
1642982882700,31.468226,34.774909
1642982942754,32.097872,34.802692
1642982942754,32.100172,34.803049
1642982942754,31.79889,35.120559
1642982942754,31.468226,34.774909
1642983002783,32.097872,34.802692
1642983002783,32.100172,34.803049
1642983002783,31.79889,35.120559
1642983002783,31.468226,34.774909
1642983062864,32.097872,34.802692
1642983062864,32.100172,34.803049
1642983062864,31.798895,35.117263
1642983062864,31.468226,34.774909
1642983122934,32.125399,34.856609
1642983122934,32.097872,34.802692
1642983122934,32.100172,34.803049
1642983122934,31.798895,35.117263
1642983122934,31.468226,34.774909
1642983182966,32.125399,34.856609
1642983182966,32.097872,34.802692
1642983182966,32.100172,34.803049
1642983182966,31.798895,35.117263
1642983182966,31.468226,34.774909
1642983182966,31.804451,35.064739
1642983242998,32.125399,34.856609
1642983242998,32.097872,34.802692
1642983242998,32.100172,34.803049
1642983242998,31.798895,35.117263
1642983242998,31.468226,34.774909
1642983242998,31.804451,35.064739
1642983302029,32.125399,34.856609
1642983302029,32.097872,34.802692
1642983302029,32.100172,34.803049
1642983302029,31.798895,35.117263
1642983302029,31.468226,34.774909
1642983302029,31.804451,35.064739
1642983362064,32.125399,34.856609
1642983362064,31.798895,35.117263
1642983362064,31.468226,34.774909
1642983422065,32.125399,34.856609
1642983422065,31.798895,35.117263
1642983422065,31.468226,34.774909
1642983482103,32.125399,34.856609
1642983482103,32.097872,34.802692
1642983482103,32.100172,34.803049
1642983482103,31.798895,35.117263
1642983482103,31.468226,34.774909
1642983482103,31.804451,35.064739
1642983542234,32.125399,34.856609
1642983542234,31.798895,35.117263
1642983542234,31.468226,34.774909
1642983602257,32.125399,34.856609
1642983602257,31.798895,35.117263
1642983602257,31.468226,34.774909
1642983662275,32.125399,34.856609
1642983662275,31.798895,35.117263
1642983662275,31.468226,34.774909
1642983722295,32.125399,34.856609
1642983722295,31.798895,35.117263
1642983722295,31.468226,34.774909
1642983782354,31.159352,35.009533
1642983782354,32.125399,34.856609
1642983782354,31.798895,35.117263
1642983782354,31.468226,34.774909
